"TIME (Europe/Istanbul)","binance","binance","bittrex","bittrex","bitfinex","bitfinex"
"2023-06-19 13:46:00",21.669400000000007,-4.420299999999999,0,0,0.00316677,0
"2023-06-19 13:47:00",92.69029999999998,-549.3586999999998,0.01596149,0,0.13899867,-2.52933919
"2023-06-19 13:48:00",14.578000000000001,-17.6076,0,0,0.06335774,0
"2023-06-19 13:49:00",7.312699999999999,-29.144499999999994,0.43869873,0,0,-12.338548340000001
"2023-06-19 13:50:00",91.1345,-2.5555,0,0,0.00633762,0
"2023-06-19 13:51:00",77.1517,-86.04890000000002,0,0,0,0
"2023-06-19 13:52:00",50.8587,-126.8189,0.03521158,0,0.03168643,0
"2023-06-19 13:53:00",6.143200000000002,-21.6003,0,0,0.0027600000000000003,0
"2023-06-19 13:54:00",121.65319999999998,-194.46319999999994,0,-0.01596149,0,-6.183411389999999
"2023-06-19 13:55:00",162.11810000000006,-306.25,0,0,0.008338390000000001,0
"2023-06-19 13:56:00",9.087899999999994,-16.865699999999997,0,0,0,0
"2023-06-19 13:57:00",31.682099999999988,-329.28590000000014,0.073062,-0.01152631,0,-0.68641506
"2023-06-19 13:58:00",89.78500000000011,-169.21709999999987,0,-0.45924787,0.3,-1.6667784000000003
"2023-06-19 13:59:00",22.514699999999998,-19.063199999999984,0.099994,0,0,-0.10600000000000001
