"DateTime","Aggregated Exchanges","Price"
"2017-12-29 00:00:00",651841.808385959,732.7
"2017-12-30 00:00:00",832457.6173356059,702.775
"2017-12-31 00:00:00",431585.0592397049,716.53
"2018-01-01 00:00:00",569456.2043365021,744.815
"2018-01-02 00:00:00",918495.4395998963,819.39
"2018-01-03 00:00:00",676486.6601955441,899.8
"2018-01-04 00:00:00",1041904.8062032438,949.235
"2018-01-05 00:00:00",915972.9754856767,976.175
"2018-01-06 00:00:00",621401.5759774634,984.23
"2018-01-07 00:00:00",684134.0239115476,1060.525
"2018-01-08 00:00:00",952838.3868516786,1098.045
"2018-01-09 00:00:00",1082600.8396044914,1217
"2018-01-10 00:00:00",878269.9592840109,1298.0349999999999
"2018-01-11 00:00:00",834580.6335837799,1217.385
"2018-01-12 00:00:00",615157.828459063,1187.335
"2018-01-13 00:00:00",479432.1398867437,1341.935
"2018-01-14 00:00:00",433407.41859690525,1328.4
"2018-01-15 00:00:00",755936.4001473256,1326.21
"2018-01-16 00:00:00",715267.6131386134,1073.25
"2018-01-17 00:00:00",1095746.1228003853,940.205
"2018-01-18 00:00:00",696463.951531351,1021.73
"2018-01-19 00:00:00",535002.3827245717,1033.12
"2018-01-20 00:00:00",383840.0609455445,1100.7199999999998
"2018-01-21 00:00:00",667734.0553353012,1079.315
"2018-01-22 00:00:00",485087.66634958424,1000.64
"2018-01-23 00:00:00",549821.3216580523,964.4849999999999
"2018-01-24 00:00:00",552218.3618169526,1009.785
"2018-01-25 00:00:00",557102.1187074784,1062.31
"2018-01-26 00:00:00",667959.0445883059,1031.36
"2018-01-27 00:00:00",366816.6584040747,1077.88
"2018-01-28 00:00:00",484703.80091603816,1171.045
"2018-01-29 00:00:00",590123.3629415118,1195.925
"2018-01-30 00:00:00",566254.5942245355,1103.95
"2018-01-31 00:00:00",498564.4657225405,1071.875
"2018-02-01 00:00:00",656936.5014900366,1055.165
"2018-02-02 00:00:00",909917.5742924471,887.165
"2018-02-03 00:00:00",335670.5239361405,921.39
"2018-02-04 00:00:00",330812.9206183973,876.2049999999999
"2018-02-05 00:00:00",671458.8331305024,743.45
"2018-02-06 00:00:00",756572.0697894997,682.96
"2018-02-07 00:00:00",913687.7108003772,788.28
"2018-02-08 00:00:00",240669.8444753504,797.44
"2018-02-09 00:00:00",354844.61369694024,830.86
"2018-02-10 00:00:00",335970.90043660393,862.705
"2018-02-11 00:00:00",301546.1991936139,816.935
"2018-02-12 00:00:00",346279.8156800309,842.97
"2018-02-13 00:00:00",416237.82464903075,845.685
"2018-02-14 00:00:00",326294.41354614357,881.62
"2018-02-15 00:00:00",316141.2852871592,926.5899999999999
"2018-02-16 00:00:00",228887.43083100245,927.385
"2018-02-17 00:00:00",221687.5926947798,954.8900000000001
"2018-02-18 00:00:00",229971.10351772298,943.72
"2018-02-19 00:00:00",199317.9434275878,933.61
"2018-02-20 00:00:00",346970.84553610394,918.0699999999999
"2018-02-21 00:00:00",337540.51487793017,862.3399999999999
"2018-02-22 00:00:00",243885.56882816265,830.12
"2018-02-23 00:00:00",337947.2582083872,835.1949999999999
"2018-02-24 00:00:00",191910.73843740462,842.6800000000001
"2018-02-25 00:00:00",176691.42237054522,834.035
"2018-02-26 00:00:00",364284.6272963038,857.0899999999999
"2018-02-27 00:00:00",300113.11380660825,878.3199999999999
