"DateTime","Aggregated Exchanges","Price"
"2021-05-08 00:00:00",6963.044091589997,58253.565
"2021-05-09 00:00:00",9764.65229242,57813.985
"2021-05-10 00:00:00",5094.211853079988,56913.095
"2021-05-11 00:00:00",-2488.828112550008,55709.375
"2021-05-12 00:00:00",25387.25303824002,53594.165
"2021-05-13 00:00:00",11378.989051590004,49203.86
"2021-05-14 00:00:00",3534.81119815999,50232.36
"2021-05-15 00:00:00",6680.324956419999,48658.115000000005
"2021-05-16 00:00:00",1555.7696524199798,46863.76
"2021-05-17 00:00:00",17494.316512179994,44398.01
"2021-05-18 00:00:00",3564.978860919993,44064.375
"2021-05-19 00:00:00",12821.931403930012,36744.77
"2021-05-20 00:00:00",-1791.9321127300063,38764.64
"2021-05-21 00:00:00",-16618.70150222,37902.435
"2021-05-22 00:00:00",7899.811668799988,37064.815
"2021-05-23 00:00:00",-2189.035437790004,34730.865000000005
"2021-05-24 00:00:00",-9815.966602449997,37206.335
"2021-05-25 00:00:00",3960.4126816200023,38175.994999999995
"2021-05-26 00:00:00",6813.6193199300005,39355.31
"2021-05-27 00:00:00",1194.8073979599942,38810.395
"2021-05-28 00:00:00",7069.138500510003,36806.68
"2021-05-29 00:00:00",7889.554673870005,35486.58
"2021-05-30 00:00:00",-119.72784855999913,34941.135
"2021-05-31 00:00:00",386.0305483400085,35857.83
"2021-06-01 00:00:00",14254.530101810002,36821.854999999996
"2021-06-02 00:00:00",-1649.6456744899995,37080.259999999995
"2021-06-03 00:00:00",-5769.183040040002,38341.19
"2021-06-04 00:00:00",-2653.0274257400006,37445.259999999995
"2021-06-05 00:00:00",679.6417270100012,36378.96000000001
"2021-06-06 00:00:00",-208.7690960700012,35859.075
"2021-06-07 00:00:00",-30288.03939086,35078.755000000005
"2021-06-08 00:00:00",2918.901703149994,32547.719999999998
"2021-06-09 00:00:00",-238.26146498000298,34981.8
"2021-06-10 00:00:00",11152.5463962,37104.125
"2021-06-11 00:00:00",12381.25029628999,36823.845
"2021-06-12 00:00:00",1528.0265183899987,36050.265
"2021-06-13 00:00:00",5100.419422160006,37088.46
"2021-06-14 00:00:00",4926.990317719997,39890.604999999996
"2021-06-15 00:00:00",-35583.94024023001,40416.875
"2021-06-16 00:00:00",14.790427330001535,39305.01
"2021-06-17 00:00:00",-1266.1977517500045,38461.994999999995
"2021-06-18 00:00:00",480.28626342999655,36680.06
"2021-06-19 00:00:00",-3350.7163850999996,35653.215
"2021-06-20 00:00:00",6564.164837869995,34758.884999999995
"2021-06-21 00:00:00",8860.306683639992,33522.655
"2021-06-22 00:00:00",4293.302106179995,31110.47
"2021-06-23 00:00:00",1540.6443422300013,33310.975
"2021-06-24 00:00:00",871.6181637400013,33804.03
"2021-06-25 00:00:00",-814.9898552300023,33392.375
"2021-06-26 00:00:00",3275.085416839999,31435.74
"2021-06-27 00:00:00",5712.006853540001,33392.825
"2021-06-28 00:00:00",1696.552641509996,34591.715
"2021-06-29 00:00:00",1506.3963256500062,35434.285
"2021-06-30 00:00:00",-772.6859649700011,35076.205
"2021-07-01 00:00:00",-5877.543007639996,33911.37
"2021-07-02 00:00:00",-1898.7824171600041,33341.825
"2021-07-03 00:00:00",6547.278634889999,34138.98
"2021-07-04 00:00:00",-2999.930124500001,35168.155
"2021-07-05 00:00:00",-67.95454020000197,34221.155
"2021-07-06 00:00:00",-1669.9931911400026,34327.7
"2021-07-07 00:00:00",-4428.914022609998,34437.119999999995
"2021-07-08 00:00:00",-4070.2711409599992,33021.494999999995
